DTC 	DTC Text
P190900 	Engine databus/engine Missing message from Engine Control Module (ECM) 1
P190A00 	Coolant pump for charge pressure cooler Electrical malfunction
P190B00 	Coolant pump for charge pressure cooler Temperature shut-off
P190C00 	Coolant pump for charge pressure cooler No signal
P190D00 	Coolant pump for charge pressure cooler Mechanical malfunction
P190E00 	Coolant pump for charge pressure cooler Supply voltage
P190F00 	Coolant pump for charge pressure cooler Electrical malfunction in load circuit
P191000 	Engine databus/engine Missing message from Engine Control Module (ECM) 2
P191100 	Synchronization wire engine/engine Electrical malfunction in circuit
P191200 	Pressure sensor for brake booster Open circuit/short circuit to B+
P191300 	Pressure sensor for brake booster Short-circuit to ground
P191400 	Pressure sensor for brake booster Implausible signal
P191500 	Coolant Circulation Pump Relay -J151 Short circuit to B+
P191600 	Coolant Circulation Pump Relay -J151 Short-circuit to ground
P191700 	Coolant Circulation Pump Relay -J151 Open circuit
P191800 	Load signal from generator DF Open circuit/short circuit to B+
P191900 	Load signal from generator DF Short-circuit to ground
P191A00 	Loss of crankshaft synchronization
P191B00 	Coolant Fan Control (FC) Control Module Implausible signal
P191C00 	Control module 2 for cooling fan Implausible signal
P191D00 	Coolant pump for charge pressure cooler Implausible signal
P191E00 	Actuator for structure-borne noise
P191F00 	Pressure sensor for brake booster Electrical malfunction
P192000 	L/R Electr-Hydr Eng. Mount Sol Valve -N144/N145 Open circuit/short circuit to ground
P192100 	Outside Air Temperature Sensor 2 -G249- Short-circuit to ground
P192200 	Outside Air Temperature Sensor 2 -G249- Open circuit/short circuit to B+
P192300 	Check DTC memory of Engine Control Module (ECM) 2
P192400 	Control module pin coding Implausible signal
P192500 	Auxiliary Engine Coolant (EC) Pump Relay Short circuit to B+
P192600 	Auxiliary Engine Coolant (EC) Pump Relay Short-circuit to ground
P192700 	Auxiliary Engine Coolant (EC) Pump Relay Open circuit
P192800 	Immobilizer inquiry not yet performed
P192900 	Radiator fan -V7 Open circuit
P193000 	Coolant Fan -2- Open circuit
P193100 	Coolant Fan Control (FC) Control Module -J293 Malfunction
P193200 	Databus drivetrain implausible message from ctrl. for access start authorization
P193300 	Throttle plate control 2 Malfunction
P193400 	Drive Circuit Cooling Fan Temperature Sensor -G382- Signal too low
P193500 	Drive Circuit Cooling Fan Temperature Sensor -G382- Signal too high
P193600 	Generator switch off Open circuit/short circuit to ground
P193700 	Generator switch off Short circuit to B+
P193800 	Auxiliary Engine Coolant (EC) Pump Relay -J496 Open circuit/short circuit to ground
P193900 	Databus drivetrain missing message from ctrl. for access start authorization
P194000 	Databus drivetrain missing message f. battery monitoring control module
P194100 	Databus drivetrain implausible message f. battery monitoring control module
P194200 	Databus drivetrain missing message from level control system control module
P194300 	Databus drivetrain implausible message from level control system control module
P194400 	Control module 1 for cooling fan Excess temperature
P194500 	Coolant Fan Control (FC) Control Module 1, fan activation Short circuit
P194600 	Control module 1 for cooling fan Faulty/open circuit in voltage supply
P194700 	Control module 2 for cooling fan Excess temperature
P194800 	Coolant Fan Control (FC) Control Module 2, fan activation Short circuit
P194900 	Control module 2 for cooling fan Faulty/open circuit in voltage supply
P195000 	Radiator fan -V7 difficulty of movement/blocked
P195100 	Coolant Fan -2- difficulty of movement/blocked
P195200 	Turbocharger (TC) control module 1 Defective
P195300 	Turbocharger (TC) control module 2 Defective
P195400 	Glow Plug Module 2, Control Circuit Electrical malfunction in circuit
P195500 	Glow Plug Control Module 2 to PCM Comm.Circuit Implausible signal
P195600 	Exhaust temperature sensor 2 bank 1 Electrical malfunction
P195700 	Exhaust temperature sensor 2 bank 1 Short-circuit to ground
P195800 	Exhaust temperature sensor 2 bank 1 Short circuit to B+
P195900 	Exhaust temperature sensor 2 bank 1 Implausible signal
P196000 	Exhaust temperature control circuit exhaust bank 3 Value above upper control limit
P196100 	Exhaust temperature sensor 2 bank 2 - G449 Electrical malfunction
P196200 	Exhaust temperature sensor 2 bank 2 - G449 Short-circuit to ground
P196300 	Exhaust temperature sensor 2 bank 2 - G449 Short circuit to B+
P196400 	Exhaust temperature sensor 2 bank 2 - G449 Implausible signal
P196500 	Exhaust temperature control circuit exhaust bank 4 Value above upper control limit
P196600 	Sec.Air Inj.Sys.Pump C Relay Circ Open circuit
P196700 	Sec.Air Inj.Sys.Pump C Relay Circ Short circuit to B+
P196800 	Sec.Air Inj.Sys.Pump C Relay Circ Short-circuit to ground
P196900 	Sec.Air Inj.Sys.Pump C Relay Circ electrical malfunction in circuit
P197000 	Sec.Air Inj.Sys.Pump D Relay Circ Open circuit
P197100 	Sec.Air Inj.Sys.Pump D Relay Circ Short circuit to B+
P197200 	Sec.Air Inj.Sys.Pump D Relay Circ Short-circuit to ground
P197300 	Sec.Air Inj.Sys.Pump D Relay Circ electrical malfunction in circuit
P197400 	Sec.Air Inj.Valve 3 Circ electrical malfunction in circuit
P197500 	Sec.Air Inj.Valve 3 Circ Short-circuit to ground
P197600 	Sec.Air Inj.Valve 3 Circ Short circuit to B+
P197700 	Sec.Air Inj.Valve 3 Circ Open circuit
P197800 	Sec.Air Inj.Valve 4 Circ electrical malfunction in circuit
P197900 	Sec.Air Inj.Valve 4 Circ Short-circuit to ground
P197A00 	Sec.Air Inj.Valve 3 Circ Mechanical malfunction
P197B00 	Sec.Air Inj.Valve 4 Circ Mechanical malfunction
P197C00 	Secondary air injection bank 1 and bank 2 swapped
P198000 	Sec.Air Inj.Valve 4 Circ Short circuit to B+
P198100 	Sec.Air Inj.Valve 4 Circ Open circuit
P198200 	Exhaust temperature control circuit exhaust bank 3 Implausible
P198300 	Exhaust temperature control circuit exhaust bank 4 Implausible
P198400 	Coolant fan 3 difficulty of movement/blocked
P198500 	Coolant FC (Fan Control) Control Module 2 Malfunction
P198600 	Coolant Fan Control (FC) Control Module 3, fan activation Short circuit
P198700 	Function restriction due to brake temperature
P198800 	Coolant Fan 3 Relay -J752- Open circuit
P198900 	Coolant Fan 3 Relay -J752- Short circuit to B+
P199000 	Coolant Fan 3 Relay -J752- Short-circuit to ground
P199100 	Control module defective
P199200 	Potentiometer 2 for EGR -G466- Malfunction in basic settings
P199300 	Potentiometer 2 for EGR -G466- Signal too high
P199400 	Potentiometer 2 for EGR -G466- Signal too low
P199500 	Door open signal not recognized
P199600 	Friction too high Code E1
P199700 	Friction too high Code A1
P199800 	Friction too high Code E2
P199900 	Friction too high Code E2
P199A00 	Temperature sensor for engine temperature management Signal too high
P199B00 	Temperature sensor for engine temperature management Signal too low
P199C00 	Thermostat for cylinder head Short-circuit to B+
P199D00 	Thermostat for cylinder head Short circuit to ground
P199E00 	Thermostat for cylinder head Open circuit
P199F00 	Thermostat control for cylinder head Excess temperature
P19A000 	Thermostat for transmission Short-circuit to B+
P19A100 	Thermostat for transmission Short circuit to ground
P19A200 	Thermostat for transmission Open circuit
P19A300 	Thermostat control for transmission Excess temperature
P19A400 	Actuator for engine temperature regulation Short-circuit to B+
P19A500 	Actuator for engine temperature regulation Short circuit to ground
P19A600 	Actuator for engine temperature regulation Open circuit
P1A0100 	Crash signal monitoring failed
P1A0200 	Hybrid battery system Insulation malfunction warning 1
P1A0300 	Hybrid battery system Insulation malfunction warning 2
P1AFE00 	Next output Diagnostic Test Mode (DTM) --> confirmation
P1AFF00 	Actuator test end
P1B0000 	Generator Mechanical malfunction
P1B0100 	Generator Electrical malfunction
P1B0200 	Control unit for battery monitoring Defective
P1B0300 	Locking electronics solenoid Short-circuit to ground
P1B0400 	Locking electronics solenoid Short circuit to B+
P1B0500 	Locking electronics solenoid Open circuit
P1B0600 	Locking electronics solenoid Resistance too small
P1B0700 	Locking electronics solenoid Short circuit between coil A and B
P1B0800 	Locking electronics switch Short-circuit to ground
P1B0900 	Locking electronics sensor Short circuit to ground
P1B0A00 	Locking electronics sensor Defective
P1B0B00 	Locking electronics sensor Open circuit/short circuit to B+
P1B0C00 	Lock hardware Mechanical malfunction
P200000 	NOx Adsorber Efficiency Bank 1 Below Threshold
P200200 	Particulate Trap Bank 1 Efficiency Below Threshold
P200300 	Particulate Trap Bank 2 Efficiency Below Threshold
P200400 	Intake Manifold Runner Control Bank 1 Stuck Open
P200500 	Intake Manifold Runner Control Bank 2 Stuck Open
P200600 	Intake Manifold Runner Control Bank 1 Stuck Closed
P200700 	Intake Manifold Runner Control Bank 2 Stuck Closed
P200800 	Intake Manifold Runner Bank 1 Control Circuit/Open
P200900 	Intake Manifold Runner Bank 1 Control Circuit Low
P200A00 	Intake Manifold Runner Bank 1 Performance
P200B00 	Intake Manifold Runner Bank 2 Performance
P201000 	Intake Manifold Runner Bank 1 Control Circuit High
P201100 	Intake Manifold Runner Bank 2 Control Circuit/Open
P201200 	Intake Manifold Runner Bank 2 Control Circuit Low
P201300 	Intake Manifold Runner Bank 2 Control Circuit High
P201400 	Intake Manifold Runner Position Sensor/Switch Circuit
P201500 	Intake Manifold Runner Position Sensor/Switch Circuit Range/Performance
P201600 	Intake Manifold Runner Position Sensor/Switch Circuit Low
P201700 	Intake Manifold Runner Position Sensor/Switch Circuit High
P201900 	Intake Manifold Runner Position Sensor/Switch Circuit Bank 2
P202000 	Intake Manifold Runner Pos. Sen./Switch Circuit Bank 2 Range/Performance
P202100 	Intake Manifold Runner Pos. Sen./Switch Circuit Bank 2 Low
P202200 	Intake Manifold Runner Pos. Sen./Switch Circuit Bank 2 High
P202400 	Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit
P202500 	Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Performance
P202600 	Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit Low Voltage
P202700 	Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit High Voltage
P202A00 	Reductant Tank Heater Control Circuit/Open
P202B00 	Reductant Tank Heater Control Circuit Low
P202C00 	Reductant Tank Heater Control Circuit High
P203100 	Exhaust Gas Temperature Sensor 2, Bank 1 Circuit
P203200 	Exhaust Gas Temperature Sensor 2, Bank 1 Circuit Low
P203300 	Exhaust Gas Temperature Sensor 2, Bank 1 Circuit High
P203400 	Exhaust Gas Temperature Sensor 2 Bank 2 Circuit
P203500 	Exhaust Gas Temperature Sensor 2 Bank 2 Circuit Low
P203600 	Exhaust Gas Temperature Sensor 2 Bank 2 Circuit High
P203A00 	Reductant Level Sensor Circuit
P203B00 	Reductant Level Sensor Circuit Range/Performance
P203C00 	Reductant Level Sensor Circuit Low
P203D00 	Reductant Level Sensor Circuit High
P204700 	Reductant Injection Valve Circuit/Open Bank 1 Unit 1
P204800 	Reductant Injection Valve Circuit Low Bank 1 Unit 1
P204900 	Reductant Injection Valve Circuit High Bank 1 Unit 1
P204A00 	Reductant Pressure Sensor Circuit
P204B00 	Reductant Pressure Sensor Circuit Range/Performance
P204D00 	Reductant Pressure Sensor Circuit High
P205A00 	Reductant Tank Temperature Sensor Circuit
P205B00 	Reductant Tank Temperature Sensor Circuit Range/Performance
P205C00 	Reductant Tank Temperature Sensor Circuit Low
P207000 	Intake Manifold Tuning (IMT) Valve Stuck Open
P207100 	Intake Manifold Tuning (IMT) Valve Stuck Closed
P207300 	Manifold Absolute Pressure/Mass Air Flow - Throttle Position Correlation at Idle
P207400 	Manifold Absolute Pressure/Mass Air Flow - Throttle Position Correlation at Higher Load
P207500 	Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit
P207600 	Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Range/Performance
P207700 	Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Low
P207800 	Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit High
P207900 	Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Intermittent
P207F00 	Reductant Quality Performance
P208000 	Exhaust Gas Temperature Sensor Circuit Bank1 Range/Performance
P208200 	Exhaust Gas Temperature Sensor Circuit Bank2 Range/Performance
P208400 	Exhaust Gas Temperature Sensor 2 Circuit Range/Performance
P208600 	Exhaust Gas Temperature Sensor 2 Circuit Bank 2 Range/Performance
